dataset,pipeline,run_label,run_short,item_id,community_id,superclaim,ann_a_is_narr,ann_a_label_match,ann_a_confidence,ann_b_is_narr,ann_b_label_match,ann_b_confidence,merged_a,merged_b
co,graph,co_harm_persona_og,cog,hle_155,64,Implementing residential water efficiency measures reduces annual carbon dioxide emissions.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_156,65,Oil and natural gas products are essential components in the manufacturing of medical protective equipment.,yes,Pragmatism/Pragmatic Energy mix. Emphasizes the importance of oil and gas as raw materials for various non-power-related uses and manufactured goods.,5,yes,"Other (in-domain, no match)",5,match,other
co,graph,co_harm_persona_og,cog,hle_157,66,Local energy consumption is heavily dependent on regional natural gas production and infrastructure.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are necessary to meet energy demand.",4,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",3,match,match
co,graph,co_harm_persona_og,cog,hle_158,67,The free market is the most effective mechanism for regulating and determining optimal industrial production levels.,yes,"Other (in-domain, no match)",3,yes,None (out-of-domain),5,other,none
co,graph,co_harm_persona_og,cog,hle_159,68,Responsible energy production is a primary driver for improving global human quality of life.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_16,5,Domestic oil and gas production is a primary driver of broad economic growth and stability.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are plentiful and should be used.",5,match,match
co,graph,co_harm_persona_og,cog,hle_160,69,Energy Citizens serves as a dedicated support and information hub for oil and gas workers.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_161,70,Government-mandated energy production limits cause long-term economic harm despite providing short-term relief.,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",3,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",5,match,match
co,graph,co_harm_persona_og,cog,hle_162,71,Fossil fuel extraction is a primary and necessary driver of state-level economic progress and social welfare.,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",4,yes,"Community & Resilience. Emphasizes how the oil and gas sector contributes to local and national economies through tax revenues, charitable efforts, and support for local businesses",5,match,match
co,graph,co_harm_persona_og,cog,hle_163,72,Energy instability and high costs result from a lack of balance in energy management.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_164,73,The current period of recovery requires the maintenance of systemic stability over drastic structural change.,unclear,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_165,74,The current energy system requires a more balanced approach to ensure stability and affordability.,yes,"Other (in-domain, no match)",2,no,,,other,no
co,graph,co_harm_persona_og,cog,hle_166,75,Following the page is a mandatory requirement for eligibility to win free stickers.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_167,76,Local communities have a moral obligation to provide comprehensive support to victims of violent crime.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_168,77,Supervisor Zaragoza must provide translated materials to ensure equitable Latino participation in local governance.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_169,78,The project's operational strategy prioritizes the mitigation of negative externalities for private landowners.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_17,5,The Transportation & Climate Initiative effectively balances emissions reduction with economic and infrastructural expansion.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_170,79,Regulatory reform of the Corporate Average Fuel Economy rule provides economic relief.,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",3,no,,,match,no
co,graph,co_harm_persona_og,cog,hle_171,80,Early votes cast within the specified window will be counted on election night.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_172,81,Environmental mandates should be based on market realities rather than government-imposed targets.,unclear,,,yes,"Climate solutions are harmful or unnecessary. Climate solutions are harmful to the economy, society, and/or the environment.",5,no,match
co,graph,co_harm_persona_og,cog,hle_173,82,Williams employees organized a fishing event to commemorate fallen heroes.,no,,,,,,no,no
co,graph,co_harm_persona_og,cog,hle_174,83,Public-private partnerships are an effective mechanism for funding the expansion of wildlife and nature conservation.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_175,84,The tunnel project is fully justified by both technical evidence and broad stakeholder consensus.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_176,85,The Transportation and Climate Initiative should be formally codified into law.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_177,86,New Mexico's permanent funds are providing record-level financial support to state public services.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_178,87,Consistent year-round practice of energy efficiency techniques provides sustained benefits.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_179,88,The distribution of government stimulus funds increases the prevalence of utility-related scams.,unclear,,,yes,None (out-of-domain),5,no,none
co,graph,co_harm_persona_og,cog,hle_18,5,Technological innovation allows the energy industry to achieve simultaneous economic growth and environmental sustainability.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_180,89,Implementing specific energy resolutions will improve the quality of life for Michigan residents.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_181,90,Reversing ceiling fan direction lowers the energy demand of home heating systems.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_182,91,DTE customers will see a reduction in their overall winter energy expenditures.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_183,92,The 'One Alaska' movement utilizes public political branding to signal and cultivate widespread support.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_184,93,The oil and gas workforce is experiencing a demographic shift toward increased female participation.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_185,94,Membership in the TNG Facebook group is a mandatory requirement for entering monthly prize giveaways.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_186,95,Domestic propane production is essential for the manufacturing of critical medical and hygiene supplies.,yes,Pragmatism/Pragmatic Energy mix. Emphasizes the importance of oil and gas as raw materials for various non-power-related uses and manufactured goods.,5,yes,"Other (in-domain, no match)",4,match,other
co,graph,co_harm_persona_og,cog,hle_187,96,The pipeline developers fulfilled their ethical and legal obligations to protect historic and cultural sites.,unclear,,,yes,"Other (in-domain, no match)",3,no,other
co,graph,co_harm_persona_og,cog,hle_188,97,The project's labor force is a critical driver of its overall success.,no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_189,98,The existing energy distribution infrastructure is critical for ensuring energy affordability for consumers.,yes,"Other (in-domain, no match)",3,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are necessary to meet energy demand.",5,other,match
co,graph,co_harm_persona_og,cog,hle_19,6,"Energy infrastructure operations are essential for maintaining public health, national security, and critical medical supply chains.",no,,,no,,,no,no
co,graph,co_harm_persona_og,cog,hle_190,99,Natural gas liquid pipelines are critical infrastructure for manufacturing essential sports and safety equipment.,yes,Pragmatism/Pragmatic Energy mix. Emphasizes the importance of oil and gas as raw materials for various non-power-related uses and manufactured goods.,4,yes,"We need fossil fuels for economic growth, prosperity, and to maintain our standard of living. Fossil fuels are good for the economy, society, and/or the environment.",5,match,match
